	B	78	Compostela	Mexico	Villas & Suite Santa Mónica		hotel	Albatros 30	+523272741314								overture:cfe07fab-a341-4735-9a07-1a3b09d605e1	2026-08-15T03:14:25.417043Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	https://direct-book.com/properties/villassuitessantamnica	hotelvillassantamonica_93@outlook.com									Permissive	Qualification	https://explore.overturemaps.org/#id=cfe07fab-a341-4735-9a07-1a3b09d605e1	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:cfe07fab-a341-4735-9a07-1a3b09d605e1	direct-book.com	523272741314	villas suite santa monica	Compostela	Mexico	PERMISSIVE	domain:direct-book.com
	B	78	Sardinal	Costa Rica	Hotel Villas Playa Hermosa		hotel	De la Primera entrada a Playa hermosa 150 metros oeste	+50626721239								overture:462c0caf-2509-450d-b4c2-a12668a762f8	2026-08-15T03:12:37.485642Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://www.villasplayahermosa.com/	info@villasplayahermosa.com									Permissive	Qualification	https://explore.overturemaps.org/#id=462c0caf-2509-450d-b4c2-a12668a762f8	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:462c0caf-2509-450d-b4c2-a12668a762f8	villasplayahermosa.com	50626721239	hotel villas playa hermosa	Sardinal	Costa Rica	PERMISSIVE	domain:villasplayahermosa.com
	B	78	Ensenada	Mexico	Villas Del Amor		hotel	Carretera Tecate - Ensenada km 83.5 No. 28, San Antonio de las Minas	+526462759631								overture:d20704b5-f8bb-4aa2-bee4-04fabeb51462	2026-08-15T03:12:37.485642Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	https://villasdelamor.com/	villasdelamorvdg@gmail.com									Permissive	Qualification	https://explore.overturemaps.org/#id=d20704b5-f8bb-4aa2-bee4-04fabeb51462	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:d20704b5-f8bb-4aa2-bee4-04fabeb51462	villasdelamor.com	526462759631	villas del amor	Ensenada	Mexico	PERMISSIVE	domain:villasdelamor.com
	B	78	Laguna Beach	USA	The Retreat @ Laguna Beach		resort	729 Gaviota Dr	(949) 376-7170								overture:882508ee-2447-4ae5-a6ec-e841718f5322	2026-08-15T03:12:37.485642Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://theretreatinlaguna.com	info@theretreatinlaguna.com									Permissive	Qualification	https://explore.overturemaps.org/#id=882508ee-2447-4ae5-a6ec-e841718f5322	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:882508ee-2447-4ae5-a6ec-e841718f5322	theretreatinlaguna.com	9493767170	the retreat laguna beach	Laguna Beach	USA	PERMISSIVE	domain:theretreatinlaguna.com
	B	78	Montgomery	USA	The Lodge Luxury Boarding Retreat		lodge	18450 Highway 105	+19365821555								overture:8a8fc802-8688-4c98-8dc5-1c483e7b8325	2026-08-15T03:12:37.485642Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://thelodgepetretreat.com/	thelodge.staff@yahoo.com									High	Verified	https://explore.overturemaps.org/#id=8a8fc802-8688-4c98-8dc5-1c483e7b8325	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:8a8fc802-8688-4c98-8dc5-1c483e7b8325	thelodgepetretreat.com	19365821555	the lodge luxury boarding retreat	Montgomery	USA	HIGH	domain:thelodgepetretreat.com
	B	78	Granada	Nicaragua	Sultana Luxury Villas		hotel	C. Cervantes	+50525523123								overture:6516cd48-ab45-4def-9a55-0876b24a06a5	2026-08-15T03:12:37.485642Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://sultanaluxuryvillas.com/	info@sultanaluxuryvillas.com									Permissive	Qualification	https://explore.overturemaps.org/#id=6516cd48-ab45-4def-9a55-0876b24a06a5	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:6516cd48-ab45-4def-9a55-0876b24a06a5	sultanaluxuryvillas.com	50525523123	sultana luxury villas	Granada	Nicaragua	PERMISSIVE	domain:sultanaluxuryvillas.com
	B	78	Santa Monica	USA	Calmada Resort		hotel	3569, Calmada Road	+17602283141								overture:d8bc8aac-973c-479a-8407-5e1db8b19c87	2026-08-15T03:12:37.485642Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	https://starlightboutiquehotel.com/	info@starlightboutiquehotel.com									Permissive	Qualification	https://explore.overturemaps.org/#id=d8bc8aac-973c-479a-8407-5e1db8b19c87	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:d8bc8aac-973c-479a-8407-5e1db8b19c87	starlightboutiquehotel.com	17602283141	calmada resort	Santa Monica	USA	PERMISSIVE	domain:starlightboutiquehotel.com
	B	78	Snowshoe	USA	Snowshoe Resort Condo		ski_resort	207 Summit Rd	+13045431991								overture:da49dcb5-8c33-45a4-81ce-2d37eda19c9f	2026-08-15T03:12:37.485642Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://www.snowshoeresortcondo.com/	wesnowski@gmail.com									Permissive	Qualification	https://explore.overturemaps.org/#id=da49dcb5-8c33-45a4-81ce-2d37eda19c9f	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:da49dcb5-8c33-45a4-81ce-2d37eda19c9f	snowshoeresortcondo.com	13045431991	snowshoe resort condo	Snowshoe	USA	PERMISSIVE	domain:snowshoeresortcondo.com
	B	78	South Padre Island	USA	Sapphire South Padre Luxury Residences		holiday_rental_home	310 Padre Blvd	+19564335358								overture:7edbc3d5-23b8-4204-912f-bfc322bfc670	2026-08-15T03:12:37.485642Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://www.sapphiresouthpadre.com/	info@sapphiresouthpadre.com									Permissive	Qualification	https://explore.overturemaps.org/#id=7edbc3d5-23b8-4204-912f-bfc322bfc670	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:7edbc3d5-23b8-4204-912f-bfc322bfc670	sapphiresouthpadre.com	19564335358	sapphire south padre luxury residences	South Padre Island	USA	PERMISSIVE	domain:sapphiresouthpadre.com
	B	78	Springfield Twp	USA	Laurel Ridge Cross Country Ski Center		ski_resort	1101 Jim Mountain Rd	+17244557303								overture:36a0890b-91cd-4545-a984-ed3555149d77	2026-08-15T03:12:37.485642Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://www.riversportonline.com/	contact@riversportonline.com									Permissive	Qualification	https://explore.overturemaps.org/#id=36a0890b-91cd-4545-a984-ed3555149d77	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:36a0890b-91cd-4545-a984-ed3555149d77	riversportonline.com	17244557303	laurel ridge cross country ski center	Springfield Twp	USA	PERMISSIVE	domain:riversportonline.com
	B	78	Playas de Rosarito	Mexico	Onix Hotel and Residences		hotel	Calle Ensenada 35	+526642002939								overture:0115f032-c780-4437-9c71-b492324999f5	2026-08-15T03:12:37.485642Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://www.onixcondos.com/	info@onixcondos.com									Permissive	Qualification	https://explore.overturemaps.org/#id=0115f032-c780-4437-9c71-b492324999f5	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:0115f032-c780-4437-9c71-b492324999f5	onixcondos.com	526642002939	onix hotel and residences	Playas de Rosarito	Mexico	PERMISSIVE	domain:onixcondos.com
	B	78	Ensenada	Mexico	Casa Adelina Hotel Boutique		hotel	Calle 8va 429	+526461513355								overture:21ef33eb-9843-486c-8a2c-599843decd72	2026-08-15T03:12:37.485642Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://www.lavilladeadelina.com/	lavilladeadelina@gmail.com									Medium	Recall-first	https://explore.overturemaps.org/#id=21ef33eb-9843-486c-8a2c-599843decd72	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:21ef33eb-9843-486c-8a2c-599843decd72	lavilladeadelina.com	526461513355	casa adelina hotel boutique	Ensenada	Mexico	MEDIUM	domain:lavilladeadelina.com
	B	78	Acajutla	El Salvador	Villavela Hotel Boutique		hotel	Av. Miramar	+50324526910								overture:92e72f0e-fb13-4aa5-a7a3-24407eaea22a	2026-08-15T03:12:37.485642Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	https://hotelvillavela.com/	info@hotelvillavela.com									High	Verified	https://explore.overturemaps.org/#id=92e72f0e-fb13-4aa5-a7a3-24407eaea22a	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:92e72f0e-fb13-4aa5-a7a3-24407eaea22a	hotelvillavela.com	50324526910	villavela hotel boutique	Acajutla	El Salvador	HIGH	domain:hotelvillavela.com
	B	78	Tijuana	Mexico	Hotel D'Elegantes		hotel	Avenida Revolución 910	+526646880013								overture:48735bc3-630e-452c-b15c-6a301e5ccceb	2026-08-15T03:12:37.485642Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://www.hotelrevolucion.com/	hoteld_elegantes@hotmail.com									Permissive	Qualification	https://explore.overturemaps.org/#id=48735bc3-630e-452c-b15c-6a301e5ccceb	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:48735bc3-630e-452c-b15c-6a301e5ccceb	hotelrevolucion.com	526646880013	hotel d elegantes	Tijuana	Mexico	PERMISSIVE	domain:hotelrevolucion.com
	B	78	Departamento de La Paz	El Salvador	Hojas Eco Villas		hotel	Playa Las Hojas	+50369943358								overture:42988d38-6bf9-4c0a-8f68-b3d04a099295	2026-08-15T03:12:37.485642Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://www.hojasbeach.com/	hojasecovillas@gmail.com									Permissive	Qualification	https://explore.overturemaps.org/#id=42988d38-6bf9-4c0a-8f68-b3d04a099295	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:42988d38-6bf9-4c0a-8f68-b3d04a099295	hojasbeach.com	50369943358	hojas eco villas	Departamento de La Paz	El Salvador	PERMISSIVE	domain:hojasbeach.com
	B	78	Ciudad de la Habana	CU	Artedel Luxury Penthouse		hotel	17ᵗʰ street, #260 (entrance by i) Penthouse, between i and j, Vedado, La Habana Cuba, 260 Calle I	+5378308727								overture:0aa7ce91-70c9-4867-91fc-85b32cac425b	2026-08-15T03:12:37.485642Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://www.cubaguesthouse.com/	ydalgomtz@hotmail.com									Permissive	Qualification	https://explore.overturemaps.org/#id=0aa7ce91-70c9-4867-91fc-85b32cac425b	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:0aa7ce91-70c9-4867-91fc-85b32cac425b	cubaguesthouse.com	5378308727	artedel luxury penthouse	Ciudad de la Habana	CU	PERMISSIVE	domain:cubaguesthouse.com
	B	78	Basye	USA	Chalet High by SPM Resorts		hotel	2742 Fairway Dr	(540) 333-4919								overture:16a4fabb-a887-43c8-bea2-4b3e891848b1	2026-08-15T03:12:37.485642Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://chalethigh.org	info@chalethigh.org									High	Verified	https://explore.overturemaps.org/#id=16a4fabb-a887-43c8-bea2-4b3e891848b1	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:16a4fabb-a887-43c8-bea2-4b3e891848b1	chalethigh.org	5403334919	chalet high by spm resorts	Basye	USA	HIGH	domain:chalethigh.org
	B	78	Cape May	USA	La Mer Beachfront Resort		beach_resort	1317 Beach Ave	+16097704810								overture:34bbfaf6-bbc8-4b0a-bcd7-8b61a9fd9ba6	2026-08-15T03:12:37.485642Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	https://www.capemaylamer.com/	info@capemaylamer.com									Permissive	Qualification	https://explore.overturemaps.org/#id=34bbfaf6-bbc8-4b0a-bcd7-8b61a9fd9ba6	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:34bbfaf6-bbc8-4b0a-bcd7-8b61a9fd9ba6	capemaylamer.com	16097704810	la mer beachfront resort	Cape May	USA	PERMISSIVE	domain:capemaylamer.com
	B	78	Municipio de Playas de Rosarito	Mexico	Bellafer Collection Hotel		resort	Aguamarina, Av. Puntazul 10	+526611520029								overture:3d58bb5c-5e55-41a7-84ad-3918e0f9586a	2026-08-15T03:12:37.485642Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	https://www.bellafer.com/	info@bellafer.com									Permissive	Qualification	https://explore.overturemaps.org/#id=3d58bb5c-5e55-41a7-84ad-3918e0f9586a	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:3d58bb5c-5e55-41a7-84ad-3918e0f9586a	bellafer.com	526611520029	bellafer collection hotel	Municipio de Playas de Rosarito	Mexico	PERMISSIVE	domain:bellafer.com
	B	78	Tulum	Mexico	Villas Geminis Boutique Condo Hotel		hotel	Calle Geminis Sur mz 10 Lt 1 y 2 Entre Andromeda y, Calle Sol Ote.	+529842776298								overture:10d4ad61-84ff-4666-9c98-380b3e8676b4	2026-08-15T02:46:34.982307Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://www.villasgeminis.com	villasgeminisreservations@gmail.com									High	Verified	https://explore.overturemaps.org/#id=10d4ad61-84ff-4666-9c98-380b3e8676b4	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:10d4ad61-84ff-4666-9c98-380b3e8676b4	villasgeminis.com	529842776298	villas geminis boutique condo hotel	Tulum	Mexico	HIGH	domain:villasgeminis.com
	B	78	San Miguel de Allende	Mexico	Hotel Santa Mónica		hotel	Calle Fray José de Guadalupe Mojica 22	+524151520451								overture:b396eb06-0bf7-44f0-ab58-0734750dffb4	2026-08-15T02:46:34.982307Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://www.santamonica.mx/	reservaciones@santamonica.mx									High	Verified	https://explore.overturemaps.org/#id=b396eb06-0bf7-44f0-ab58-0734750dffb4	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:b396eb06-0bf7-44f0-ab58-0734750dffb4	santamonica.mx	524151520451	hotel santa monica	San Miguel de Allende	Mexico	HIGH	domain:santamonica.mx
	B	78	Bahía Ballena	Costa Rica	Punta Gabriela		hotel	km sur de la entrada de Dominical, 2	+19549310940								overture:7070597e-4477-435c-973c-565ddea6e43d	2026-08-15T02:46:34.982307Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://www.puntagabriela.com/	puntagabriela2@gmail.com									High	Verified	https://explore.overturemaps.org/#id=7070597e-4477-435c-973c-565ddea6e43d	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:7070597e-4477-435c-973c-565ddea6e43d	puntagabriela.com	19549310940	punta gabriela	Bahía Ballena	Costa Rica	HIGH	domain:puntagabriela.com
	B	78	Sierpe	Costa Rica	Isla Violin Eco-Lodge		beach_resort	Isla Violín	+50687031862								overture:84a4809d-0acf-4378-9da9-e9b769705e0f	2026-08-15T02:46:34.982307Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://www.islaviolinecolodge.com/	islaviolin@gmail.com									High	Verified	https://explore.overturemaps.org/#id=84a4809d-0acf-4378-9da9-e9b769705e0f	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:84a4809d-0acf-4378-9da9-e9b769705e0f	islaviolinecolodge.com	50687031862	isla violin eco lodge	Sierpe	Costa Rica	HIGH	domain:islaviolinecolodge.com
	B	78	Playa del Carmen	Mexico	Hotel Villas H2O Tulum		hotel	Calle Chichen Itzá 24	+529847458973								overture:30ee241a-2071-4244-b812-6fbeb72886da	2026-08-15T02:46:34.982307Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://www.h2otulum.com/	reservation@h2otulum.com									High	Verified	https://explore.overturemaps.org/#id=30ee241a-2071-4244-b812-6fbeb72886da	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:30ee241a-2071-4244-b812-6fbeb72886da	h2otulum.com	529847458973	hotel villas h2o tulum	Playa del Carmen	Mexico	HIGH	domain:h2otulum.com
	B	78	Cibao Nordeste	Dominican Republic	Yoga Life Villa		resort	Blvd de Atlantico, 9 Calle Namaste 32000	+18098708249								overture:23772872-efff-4919-9744-2668425c7bee	2026-08-15T02:15:31.805673Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://www.yogalifevilla.com/	mauray@yogalifevilla.com									Medium	Recall-first	https://explore.overturemaps.org/#id=23772872-efff-4919-9744-2668425c7bee	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:23772872-efff-4919-9744-2668425c7bee	yogalifevilla.com	18098708249	yoga life villa	Cibao Nordeste	Dominican Republic	MEDIUM	domain:yogalifevilla.com
	B	78	Santo Domingo	Dominican Republic	Mint Hotels & Residences		hotel	Calle Agustin Lara 7, Piantini	+18095405304								overture:9b7e97f2-e610-4ef8-a583-5f0c6a5c884a	2026-08-15T02:15:31.805673Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://www.minthotelsresidences.com/	salescoordinator@minthotelsresidences.com									High	Verified	https://explore.overturemaps.org/#id=9b7e97f2-e610-4ef8-a583-5f0c6a5c884a	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:9b7e97f2-e610-4ef8-a583-5f0c6a5c884a	minthotelsresidences.com	18095405304	mint hotels residences	Santo Domingo	Dominican Republic	HIGH	domain:minthotelsresidences.com
	B	78	Cabo Rojo	Puerto Rico	Villas Alegre		hotel	2 Calle 3	+17876909167								overture:8540ccbe-2be9-4886-b920-dab3b275fe03	2026-08-15T02:15:31.805673Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	https://www.hospederiavillaalegre.com/	hospederiavillaalegre@gmail.com									High	Verified	https://explore.overturemaps.org/#id=8540ccbe-2be9-4886-b920-dab3b275fe03	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:8540ccbe-2be9-4886-b920-dab3b275fe03	hospederiavillaalegre.com	17876909167	villas alegre	Cabo Rojo	Puerto Rico	HIGH	domain:hospederiavillaalegre.com
	B	78	Dorado	Puerto Rico	Dorado Beach Plantation Resort Residences		hotel	Plantation Club, 100 Dorado Beach Dr	+17876261001								overture:1a053be1-90d9-43fa-aee4-a533fd6be240	2026-08-15T02:15:31.805673Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://doradobeachrentals.com/	doradobeachrentalsco@gmail.com									High	Verified	https://explore.overturemaps.org/#id=1a053be1-90d9-43fa-aee4-a533fd6be240	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:1a053be1-90d9-43fa-aee4-a533fd6be240	doradobeachrentals.com	17876261001	dorado beach plantation resort residences	Dorado	Puerto Rico	HIGH	domain:doradobeachrentals.com
	B	78	Aruba	Aruba	Divi Dutch Village Beach Resort		hotel	Je. Irausquin Boulevard 59	+2975835000								overture:97c8014a-1996-46d6-8d25-544e0eddcad0	2026-08-15T02:15:31.805673Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	https://www.diviresorts.com/divi-dutch-village-beach-resort.htm?WT.mc_id=PS_facebook-2025	media@diviresorts.com									High	Verified	https://explore.overturemaps.org/#id=97c8014a-1996-46d6-8d25-544e0eddcad0	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:97c8014a-1996-46d6-8d25-544e0eddcad0	diviresorts.com	2975835000	divi dutch village beach resort	Aruba	Aruba	HIGH	domain:diviresorts.com
	B	78	White Bluff	USA	The Dwelling Place Rest and Retreat Center		resort	1815 Old Co House Rd	+16153265137								overture:3f746919-333f-4ef3-9270-f4b91f8b0d54	2026-08-15T02:13:50.606252Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	https://www.thedwellingplacear.com/	thedwellingplacear@outlook.com									Medium	Recall-first	https://explore.overturemaps.org/#id=3f746919-333f-4ef3-9270-f4b91f8b0d54	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:3f746919-333f-4ef3-9270-f4b91f8b0d54	thedwellingplacear.com	16153265137	the dwelling place rest and retreat center	White Bluff	USA	MEDIUM	domain:thedwellingplacear.com
	B	78	Crossville	USA	Conference Center at Fairfield		hotel	5050 Shoshone Loop	+19317886721								overture:5ca0d41a-dcd6-4e79-9847-653a94372dfc	2026-08-15T02:13:50.606252Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://www.laketansipoa.com	info@laketansipoa.com									High	Verified	https://explore.overturemaps.org/#id=5ca0d41a-dcd6-4e79-9847-653a94372dfc	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:5ca0d41a-dcd6-4e79-9847-653a94372dfc	laketansipoa.com	19317886721	conference center at fairfield	Crossville	USA	HIGH	domain:laketansipoa.com
	B	78	Charlotte Amalie	US Virgin Islands	Salty Sway Villas		hotel	15 1st St									overture:4a4d2ad1-159b-4a66-bf22-3f33d0c93d45	2026-08-15T01:51:03.537994Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	https://www.saltyswaystt.com/	saltyswayvillas@gmail.com					https://www.saltyswaystt.com/villas-overview				High	Verified	https://explore.overturemaps.org/#id=4a4d2ad1-159b-4a66-bf22-3f33d0c93d45	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:4a4d2ad1-159b-4a66-bf22-3f33d0c93d45	saltyswaystt.com		salty sway villas	Charlotte Amalie	US Virgin Islands	HIGH	domain:saltyswaystt.com
	B	78	Philipsburg	SX	Luxury Beachfront 2 Bedroom Suite in St Martin/Sint Maarten		hotel	167 Front Street	+18186694545								overture:31d32343-67ec-4b88-9640-d915ecb3ec19	2026-08-15T01:51:03.537994Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://www.VacationInSXM.com/	mya@vacationinsxm.com									High	Verified	https://explore.overturemaps.org/#id=31d32343-67ec-4b88-9640-d915ecb3ec19	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:31d32343-67ec-4b88-9640-d915ecb3ec19	vacationinsxm.com	18186694545	luxury beachfront 2 bedroom suite in st martin sint maarten	Philipsburg	SX	HIGH	domain:vacationinsxm.com
	B	78	Hiwassee	USA	Lake Vista Waterfront Resort		holiday_rental_home	6333 Old Ferry Rd	+16168365003								overture:d45942b2-6880-4267-b2fc-54fdfae44283	2026-08-15T01:51:03.537994Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://www.mylakewoodgetaway.com/lakevistaresort	lakevistawaterfrontretreat@gmail.com									High	Verified	https://explore.overturemaps.org/#id=d45942b2-6880-4267-b2fc-54fdfae44283	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:d45942b2-6880-4267-b2fc-54fdfae44283	mylakewoodgetaway.com	16168365003	lake vista waterfront resort	Hiwassee	USA	HIGH	domain:mylakewoodgetaway.com
	B	78	Arnold	USA	Lake Alpine Resort		hotel	4000 Highway 4	+12097536350								overture:0346e9e9-b1c1-42cb-85a5-748fd98329ce	2026-08-15T01:51:03.537994Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://www.lakealpineresort.com	info@lakealpineresort.com									High	Verified	https://explore.overturemaps.org/#id=0346e9e9-b1c1-42cb-85a5-748fd98329ce	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:0346e9e9-b1c1-42cb-85a5-748fd98329ce	lakealpineresort.com	12097536350	lake alpine resort	Arnold	USA	HIGH	domain:lakealpineresort.com
	B	78	Gatlinburg	USA	Brookside Lodge		resort	463 E Parkway	+18654365611								overture:755785a9-d7b2-44bd-8e9b-080f846c1f1f	2026-08-15T01:51:03.537994Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://www.brooksideresort.com	reservations@brooksideresort.com									Medium	Recall-first	https://explore.overturemaps.org/#id=755785a9-d7b2-44bd-8e9b-080f846c1f1f	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:755785a9-d7b2-44bd-8e9b-080f846c1f1f	brooksideresort.com	18654365611	brookside lodge	Gatlinburg	USA	MEDIUM	domain:brooksideresort.com
	B	78	World-Atlas::usa-mexico-caribbean-premium::15-20	Jamaica	Braco Beach Resort & Spa		hotel	Rio Bueno									overture:862e46de-17fc-47f2-a021-698c1f76578e	2026-08-15T01:51:03.537994Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://www.bracobeachresort.com/	info@bracobeachresort.com		https://www.instagram.com/royaltonresorts/							High	Verified	https://explore.overturemaps.org/#id=862e46de-17fc-47f2-a021-698c1f76578e; https://www.royaltonresorts.com/	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:862e46de-17fc-47f2-a021-698c1f76578e	bracobeachresort.com		braco beach resort spa	World-Atlas::usa-mexico-caribbean-premium::15-20	Jamaica	HIGH	domain:bracobeachresort.com
	B	78	Панчево	Serbia	Villa Sfera		resort	Улица Манасијска 3	+381638015663								overture:03c96fce-54d9-4922-a702-f8b4ee23ba27	2026-08-15T01:47:13.536995Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://villasfera.rs/	vonsfera@yahoo.com									High	Verified	https://explore.overturemaps.org/#id=03c96fce-54d9-4922-a702-f8b4ee23ba27	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:03c96fce-54d9-4922-a702-f8b4ee23ba27	villasfera.rs	381638015663	villa sfera	Панчево	Serbia	HIGH	domain:villasfera.rs
	B	78	Асеновград	Bulgaria	Villa Rossa Luxury & SPA Residence		hotel	Villa Rossa Luxury & SPA Residence	+35933161920								overture:5d3dd0df-82d5-468b-8d6f-e3d10e8fc0a7	2026-08-15T01:47:13.536995Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	https://villarossaspa.com/	reception@villarossaspa.com									High	Verified	https://explore.overturemaps.org/#id=5d3dd0df-82d5-468b-8d6f-e3d10e8fc0a7	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:5d3dd0df-82d5-468b-8d6f-e3d10e8fc0a7	villarossaspa.com	35933161920	villa rossa luxury spa residence	Асеновград	Bulgaria	HIGH	domain:villarossaspa.com
	B	78	Велинград	Bulgaria	Boutique Hotel Heaven Velingrad		hotel	Булевард Вела Пеева 6	+359896860528								overture:acfd4302-b90e-4655-88e0-eb2235f02d37	2026-08-15T01:47:13.536995Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	https://www.spahotelheaven.com/	info@spahotelheaven.com									High	Verified	https://explore.overturemaps.org/#id=acfd4302-b90e-4655-88e0-eb2235f02d37	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:acfd4302-b90e-4655-88e0-eb2235f02d37	spahotelheaven.com	359896860528	boutique hotel heaven velingrad	Велинград	Bulgaria	HIGH	domain:spahotelheaven.com
