	A	91	دبي	United Arab Emirates	PK Holiday Homes Rental Dubai		holiday_rental_home	Suite 304, Cayan Business Center,Barsha Heights	+97144541140								overture:83e44a77-554e-45cf-ae72-7730a33670e4	2026-08-15T23:39:46.829805Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://pkholidays.ae/										Medium	Recall-first	https://explore.overturemaps.org/#id=83e44a77-554e-45cf-ae72-7730a33670e4	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:83e44a77-554e-45cf-ae72-7730a33670e4	pkholidays.ae	97144541140	pk holiday homes rental dubai	دبي	United Arab Emirates	MEDIUM	domain:pkholidays.ae
	A	91	دبي	United Arab Emirates	MENA ApartHotel		hotel	- Street 13	+97143417474								overture:960480c9-adfc-4d7f-9f91-8d1e452c498d	2026-08-15T23:39:46.829805Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://menaaparthotel.com/										High	Verified	https://explore.overturemaps.org/#id=960480c9-adfc-4d7f-9f91-8d1e452c498d	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:960480c9-adfc-4d7f-9f91-8d1e452c498d	menaaparthotel.com	97143417474	mena aparthotel	دبي	United Arab Emirates	HIGH	domain:menaaparthotel.com
	A	91	دبي	United Arab Emirates	Al Waleed Palace Hotel Apartments		service_apartment	شارع 2 69	+97143360004								overture:a0aeac7d-f6c9-4b86-8ab9-65297d527f5c	2026-08-15T23:39:46.829805Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.alwaleedhotels.com/										High	Verified	https://explore.overturemaps.org/#id=a0aeac7d-f6c9-4b86-8ab9-65297d527f5c	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:a0aeac7d-f6c9-4b86-8ab9-65297d527f5c	alwaleedhotels.com	97143360004	al waleed palace hotel apartments	دبي	United Arab Emirates	HIGH	domain:alwaleedhotels.com
	A	91	Abu Dhabi	United Arab Emirates	Al Jaber Property Management and Maintenance - AJPMM		property_management	6th street	+97125020230								overture:7569ada3-5e25-48da-bb61-0a4f3223ed08	2026-08-15T23:37:29.348859Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://aljaberproperty.com/										Permissive	Qualification	https://explore.overturemaps.org/#id=7569ada3-5e25-48da-bb61-0a4f3223ed08	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:7569ada3-5e25-48da-bb61-0a4f3223ed08	aljaberproperty.com	97125020230	al jaber property management and maintenance ajpmm	Abu Dhabi	United Arab Emirates	PERMISSIVE	domain:aljaberproperty.com
	A	91	Tehran	IR	Melal Apartment Hotel | هتل آپارتمان ملل تهران		hotel	No. 24, Naseri St., Valiasr Ave.	021 8879 0543								overture:aeda6f42-5af5-4100-af6e-d906ada71207	2026-08-15T23:17:06.555572Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.melal.com										High	Verified	https://explore.overturemaps.org/#id=aeda6f42-5af5-4100-af6e-d906ada71207	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:aeda6f42-5af5-4100-af6e-d906ada71207	melal.com	02188790543	melal apartment hotel	Tehran	IR	HIGH	domain:melal.com
	A	91	الغردقة	Egypt	Rixos Premium Magawish Suites & Villas		resort	Safaga Road, Km12	01103280000								overture:456f473c-e495-4b8b-9da5-8879106b4169	2026-08-15T23:09:45.002505Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://allinclusive-colection.com/en/hotel/rixos-premium-magawish-suites-and-villas.html										High	Verified	https://explore.overturemaps.org/#id=456f473c-e495-4b8b-9da5-8879106b4169	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:456f473c-e495-4b8b-9da5-8879106b4169	allinclusive-colection.com	01103280000	rixos premium magawish suites villas	الغردقة	Egypt	HIGH	domain:allinclusive-colection.com
	A	91	Brookings	USA	Brookings Property Management		property_management	1100 6th St	+16056955261								overture:0e273995-bacb-486e-8102-ed9a854bf843	2026-08-15T22:32:22.538862Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://bkgspm.info/m/LinkinBio										Permissive	Qualification	https://explore.overturemaps.org/#id=0e273995-bacb-486e-8102-ed9a854bf843	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:0e273995-bacb-486e-8102-ed9a854bf843	bkgspm.info	16056955261	brookings property management	Brookings	USA	PERMISSIVE	domain:bkgspm.info
	A	91	Winnipeg	Canada	Red Door Property Management Services Inc.		property_management	549 Regent Ave W	+12045051334								overture:6b61f1eb-9652-4f1c-b265-2d831f1ea1c1	2026-08-15T22:30:13.343599Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.reddoorproperties.ca/										Permissive	Qualification	https://explore.overturemaps.org/#id=6b61f1eb-9652-4f1c-b265-2d831f1ea1c1	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:6b61f1eb-9652-4f1c-b265-2d831f1ea1c1	reddoorproperties.ca	12045051334	red door property management services inc	Winnipeg	Canada	PERMISSIVE	domain:reddoorproperties.ca
	A	91	Salt Lake City	USA	TierOne Real Estate and Property Management		property_management	2715 E 3300 S	+18014866200								overture:a083b95b-6b33-482d-bc04-c393d8ba96e0	2026-08-15T22:27:55.571911Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://www.tieronerents.com/										Permissive	Qualification	https://explore.overturemaps.org/#id=a083b95b-6b33-482d-bc04-c393d8ba96e0	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:a083b95b-6b33-482d-bc04-c393d8ba96e0	tieronerents.com	18014866200	tierone real estate and property management	Salt Lake City	USA	PERMISSIVE	domain:tieronerents.com
	A	91	Champaign	USA	Gordon Property Management		property_management	2009 Fox Dr	+12178880745								overture:cdff04b8-2df3-4e3d-a3e1-f7ccddafb9ea	2026-08-15T22:27:55.571911Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://teamgordon.net/										Permissive	Qualification	https://explore.overturemaps.org/#id=cdff04b8-2df3-4e3d-a3e1-f7ccddafb9ea	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:cdff04b8-2df3-4e3d-a3e1-f7ccddafb9ea	teamgordon.net	12178880745	gordon property management	Champaign	USA	PERMISSIVE	domain:teamgordon.net
	A	91	Delavan	USA	Southern Lakes Roofing & Property Management		ceiling_and_roofing_repair_and_service	2827 Ingersoll Pl	2622451218								overture:84e09e82-2b70-4a1a-a598-686fb9753493	2026-08-15T22:27:55.571911Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://southernlakesroofing.com/										Permissive	Qualification	https://explore.overturemaps.org/#id=84e09e82-2b70-4a1a-a598-686fb9753493	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:84e09e82-2b70-4a1a-a598-686fb9753493	southernlakesroofing.com	2622451218	southern lakes roofing property management	Delavan	USA	PERMISSIVE	domain:southernlakesroofing.com
	A	91	Galesburg	USA	Signature Real Estate & Property Management		property_management	125 W Michigan Ave	(269) 665-7446								overture:94f2f242-aa8e-4df1-a3e6-5de818a75be7	2026-08-15T22:27:55.571911Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.signaturemi.com										High	Verified	https://explore.overturemaps.org/#id=94f2f242-aa8e-4df1-a3e6-5de818a75be7	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:94f2f242-aa8e-4df1-a3e6-5de818a75be7	signaturemi.com	2696657446	signature real estate property management	Galesburg	USA	HIGH	domain:signaturemi.com
	A	91	Grandville	USA	Real Property Management Investment Solutions		property_management	2845 Wilson Ave SW Ste E	6164194578								overture:77361a56-dcf8-418d-ae05-e3c6df3d879f	2026-08-15T22:27:55.571911Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.rpminv.com/										Permissive	Qualification	https://explore.overturemaps.org/#id=77361a56-dcf8-418d-ae05-e3c6df3d879f	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:77361a56-dcf8-418d-ae05-e3c6df3d879f	rpminv.com	6164194578	real property management investment solutions	Grandville	USA	PERMISSIVE	domain:rpminv.com
	A	91	Herriman	USA	Rentomatic Property Management | Property Manager Herriman, Sandy, Draper, Riverton		property_management	14252 Dawson Hills Circle	8015564640								overture:2e80be9e-cb47-44d6-80cd-21ca610e1b76	2026-08-15T22:27:55.571911Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://rentomatic.us/										High	Verified	https://explore.overturemaps.org/#id=2e80be9e-cb47-44d6-80cd-21ca610e1b76	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:2e80be9e-cb47-44d6-80cd-21ca610e1b76	rentomatic.us	8015564640	rentomatic property management property manager herriman sandy draper riverton	Herriman	USA	HIGH	domain:rentomatic.us
	A	91	Ogden	USA	Real Property Management Inc		property_management	1065 Washington Blvd Ste 4	8016211430								overture:4c825fa6-f3d9-4a95-ae7a-f69f0157bb55	2026-08-15T22:27:55.571911Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.realpropertyutah.com/										Permissive	Qualification	https://explore.overturemaps.org/#id=4c825fa6-f3d9-4a95-ae7a-f69f0157bb55	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:4c825fa6-f3d9-4a95-ae7a-f69f0157bb55	realpropertyutah.com	8016211430	real property management inc	Ogden	USA	PERMISSIVE	domain:realpropertyutah.com
	A	91	Hooper	USA	Property Management Inc.		property_management	4943 W 5000 S	+18018210095								overture:ed4bdbcb-4b4c-46d1-942e-df9111d28d68	2026-08-15T22:27:55.571911Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.pminu.com/										Permissive	Qualification	https://explore.overturemaps.org/#id=ed4bdbcb-4b4c-46d1-942e-df9111d28d68	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:ed4bdbcb-4b4c-46d1-942e-df9111d28d68	pminu.com	18018210095	property management inc	Hooper	USA	PERMISSIVE	domain:pminu.com
	A	91	Grand Haven	USA	MTA Property Management		property_management	21 S Beechtree St	6163124945								overture:0e411cab-3d2a-4df9-901a-c025e9416508	2026-08-15T22:27:55.571911Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://mtapropertymanagement.com/										Permissive	Qualification	https://explore.overturemaps.org/#id=0e411cab-3d2a-4df9-901a-c025e9416508	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:0e411cab-3d2a-4df9-901a-c025e9416508	mtapropertymanagement.com	6163124945	mta property management	Grand Haven	USA	PERMISSIVE	domain:mtapropertymanagement.com
	A	91	Jackson	USA	Mountain Property Management		property_management	250 Veronica Ln	3077331684								overture:f59410d5-2676-480c-9fa8-667c4d0369b2	2026-08-15T22:27:55.571911Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.mountainpropertymanagement.com/										Permissive	Qualification	https://explore.overturemaps.org/#id=f59410d5-2676-480c-9fa8-667c4d0369b2	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:f59410d5-2676-480c-9fa8-667c4d0369b2	mountainpropertymanagement.com	3077331684	mountain property management	Jackson	USA	PERMISSIVE	domain:mountainpropertymanagement.com
	A	91	Kokomo	USA	Lofts at Union Street		property_management	101 N Union St	+17653143800								overture:9f4c3d65-cfeb-4fbc-8c2e-75245727db18	2026-08-15T22:27:55.571911Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://loftsatunion.com										Permissive	Qualification	https://explore.overturemaps.org/#id=9f4c3d65-cfeb-4fbc-8c2e-75245727db18	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:9f4c3d65-cfeb-4fbc-8c2e-75245727db18	loftsatunion.com	17653143800	lofts at union street	Kokomo	USA	PERMISSIVE	domain:loftsatunion.com
	A	91	Highland Park	USA	Legacy Varin Property Management		property_management	430 Park Ave Ste 2A	(847) 432-9700								overture:279dbe13-9377-4b24-90ca-908b8f9ddec4	2026-08-15T22:27:55.571911Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://www.legacyvarin.com										Medium	Recall-first	https://explore.overturemaps.org/#id=279dbe13-9377-4b24-90ca-908b8f9ddec4	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:279dbe13-9377-4b24-90ca-908b8f9ddec4	legacyvarin.com	8474329700	legacy varin property management	Highland Park	USA	MEDIUM	domain:legacyvarin.com
	A	91	Glenview	USA	Kory Property Management		property_management	1215 Heather Ln	8477247110								overture:ee1a9e07-87c1-4b48-8002-59dbbdd81c7c	2026-08-15T22:27:55.571911Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.koryproperty.com/										Permissive	Qualification	https://explore.overturemaps.org/#id=ee1a9e07-87c1-4b48-8002-59dbbdd81c7c	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:ee1a9e07-87c1-4b48-8002-59dbbdd81c7c	koryproperty.com	8477247110	kory property management	Glenview	USA	PERMISSIVE	domain:koryproperty.com
	A	91	Greenville	USA	Jay Dubb Property Management		property_management	N2004 Greenville Dr Ste F	(920) 345-7369								overture:fef16bff-190b-429f-9157-f8edb295d607	2026-08-15T22:27:55.571911Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.jdpmllc.com										Permissive	Qualification	https://explore.overturemaps.org/#id=fef16bff-190b-429f-9157-f8edb295d607	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:fef16bff-190b-429f-9157-f8edb295d607	jdpmllc.com	9203457369	jay dubb property management	Greenville	USA	PERMISSIVE	domain:jdpmllc.com
	A	91	Chicago	USA	450 W Briar		lodging	450 W Briar Pl	+17732960251								overture:ad17ca3d-8e81-4595-8014-475fd0ce3ffa	2026-08-15T22:27:55.571911Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.jandmremodeling.com										Permissive	Qualification	https://explore.overturemaps.org/#id=ad17ca3d-8e81-4595-8014-475fd0ce3ffa	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:ad17ca3d-8e81-4595-8014-475fd0ce3ffa	jandmremodeling.com	17732960251	450 w briar	Chicago	USA	PERMISSIVE	domain:jandmremodeling.com
	A	91	De Pere	USA	Draco Property Management		property_management	2385 Lawrence Dr	9202829594								overture:9d84edbb-b3ad-4f37-9593-8de5b2730c4f	2026-08-15T22:27:55.571911Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://dracopropertymanagementwi.hibuwebsites.com/										Medium	Recall-first	https://explore.overturemaps.org/#id=9d84edbb-b3ad-4f37-9593-8de5b2730c4f	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:9d84edbb-b3ad-4f37-9593-8de5b2730c4f	hibuwebsites.com	9202829594	draco property management	De Pere	USA	MEDIUM	domain:hibuwebsites.com
	A	91	Chicago	USA	HHH Property Management LLC		property_management	5321 N Meade Ave	+12246072019								overture:b1f373e9-0e78-4e1f-8bc9-b5dcfe6ca0dd	2026-08-15T22:27:55.571911Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://Www.hhhpropertymanagement.com/										Permissive	Qualification	https://explore.overturemaps.org/#id=b1f373e9-0e78-4e1f-8bc9-b5dcfe6ca0dd	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:b1f373e9-0e78-4e1f-8bc9-b5dcfe6ca0dd	hhhpropertymanagement.com	12246072019	hhh property management llc	Chicago	USA	PERMISSIVE	domain:hhhpropertymanagement.com
	A	91	Naperville	USA	Radiance Property Management		real_estate_agent	608 S Washington St	+16303303000								overture:f002cbed-e119-4775-8c16-994f5fa1ef43	2026-08-15T22:27:55.571911Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.EquestrianPropertySpecialist.com/										Permissive	Qualification	https://explore.overturemaps.org/#id=f002cbed-e119-4775-8c16-994f5fa1ef43	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:f002cbed-e119-4775-8c16-994f5fa1ef43	equestrianpropertyspecialist.com	16303303000	radiance property management	Naperville	USA	PERMISSIVE	domain:equestrianpropertyspecialist.com
	A	91	Grandville	USA	Echelon Property Management		property_management	4370 Chicago Dr SW	+16166698586								overture:7cd46212-1237-4eb4-b6b5-4019a530309f	2026-08-15T22:27:55.571911Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.echelonpm.com										Permissive	Qualification	https://explore.overturemaps.org/#id=7cd46212-1237-4eb4-b6b5-4019a530309f	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:7cd46212-1237-4eb4-b6b5-4019a530309f	echelonpm.com	16166698586	echelon property management	Grandville	USA	PERMISSIVE	domain:echelonpm.com
	A	91	Kenosha	USA	Bear Property Management Inc		property_management	4015 80th St	2626979616								overture:70835cbf-0732-4843-ba08-20636f635720	2026-08-15T22:27:55.571911Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.bearproperty.com/										Medium	Recall-first	https://explore.overturemaps.org/#id=70835cbf-0732-4843-ba08-20636f635720	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:70835cbf-0732-4843-ba08-20636f635720	bearproperty.com	2626979616	bear property management inc	Kenosha	USA	MEDIUM	domain:bearproperty.com
	A	91	Draper	USA	Atara Property Management			405 E 12450 S Ste A7	8012030298								overture:5ef41064-3e97-43f6-9178-70e8a99adeff	2026-08-15T22:27:55.571911Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://atarapm.com/										Permissive	Qualification	https://explore.overturemaps.org/#id=5ef41064-3e97-43f6-9178-70e8a99adeff	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:5ef41064-3e97-43f6-9178-70e8a99adeff	atarapm.com	8012030298	atara property management	Draper	USA	PERMISSIVE	domain:atarapm.com
	A	91	Salt Lake City	USA	All County Capital Experts Property Management		property_management	10 W BROADWAY, Ste 29	8018778700								overture:49ff4494-dfbc-4c1e-9f11-be855bed5101	2026-08-15T22:27:55.571911Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://allcountyexp.com/										Permissive	Qualification	https://explore.overturemaps.org/#id=49ff4494-dfbc-4c1e-9f11-be855bed5101	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:49ff4494-dfbc-4c1e-9f11-be855bed5101	allcountyexp.com	8018778700	all county capital experts property management	Salt Lake City	USA	PERMISSIVE	domain:allcountyexp.com
	A	91	Chicago	USA	AllSet Turnover		property_management	2010 W Fulton St	+18722252788								overture:15e7b9d6-a6cc-40cc-b8c9-53c169a2bf52	2026-08-15T22:27:55.571911Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.all-set.com/										High	Verified	https://explore.overturemaps.org/#id=15e7b9d6-a6cc-40cc-b8c9-53c169a2bf52	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:15e7b9d6-a6cc-40cc-b8c9-53c169a2bf52	all-set.com	18722252788	allset turnover	Chicago	USA	HIGH	domain:all-set.com
	A	91	Pittsburgh	USA	SVN TRCA Property Management		real_estate_agent	309 Smithfield St Fl 5	(412) 535-5785								overture:27badffd-89bc-4bd8-aa92-b6831fa45ce3	2026-08-15T22:23:34.561259Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://svntrcamanagement.com										Permissive	Qualification	https://explore.overturemaps.org/#id=27badffd-89bc-4bd8-aa92-b6831fa45ce3	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:27badffd-89bc-4bd8-aa92-b6831fa45ce3	svntrcamanagement.com	4125355785	svn trca property management	Pittsburgh	USA	PERMISSIVE	domain:svntrcamanagement.com
	A	91	Dublin	USA	River Rock Total Property Management		property_management	5400 Frantz Rd	+16142898982								overture:5ac8b9b6-ed59-4b49-b29c-0c1c8fe1d234	2026-08-15T22:23:34.561259Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.rrtpm.com/										Permissive	Qualification	https://explore.overturemaps.org/#id=5ac8b9b6-ed59-4b49-b29c-0c1c8fe1d234	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:5ac8b9b6-ed59-4b49-b29c-0c1c8fe1d234	rrtpm.com	16142898982	river rock total property management	Dublin	USA	PERMISSIVE	domain:rrtpm.com
	A	91	McMurray	USA	The Burgh Property Management		property_management	505 Valley Brook Rd Ste 201	7242600189								overture:4549fa50-b19c-497a-9954-d4b0ac32f212	2026-08-15T22:23:34.561259Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://www.pittsburghpropertymanagementinc.net/										Medium	Recall-first	https://explore.overturemaps.org/#id=4549fa50-b19c-497a-9954-d4b0ac32f212	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:4549fa50-b19c-497a-9954-d4b0ac32f212	pittsburghpropertymanagementinc.net	7242600189	the burgh property management	McMurray	USA	MEDIUM	domain:pittsburghpropertymanagementinc.net
	A	91	LORAIN	USA	Lorain County Property Management Realty Trust Services			43215 Cooper Foster Park Rd W	4402207300								overture:e3dfcf4a-59f3-4650-b842-6e3d8d25a7e0	2026-08-15T22:23:34.561259Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://loraincountypropertymanagement.com/										Permissive	Qualification	https://explore.overturemaps.org/#id=e3dfcf4a-59f3-4650-b842-6e3d8d25a7e0	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:e3dfcf4a-59f3-4650-b842-6e3d8d25a7e0	loraincountypropertymanagement.com	4402207300	lorain county property management realty trust services	LORAIN	USA	PERMISSIVE	domain:loraincountypropertymanagement.com
	A	91	Warren	USA	Champion Property Management		property_management	12345 E 12 Mile Rd	5869784444								overture:c9904130-989a-47a7-b055-b8fff5a698c7	2026-08-15T22:23:34.561259Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.look4rental.com/										Permissive	Qualification	https://explore.overturemaps.org/#id=c9904130-989a-47a7-b055-b8fff5a698c7	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:c9904130-989a-47a7-b055-b8fff5a698c7	look4rental.com	5869784444	champion property management	Warren	USA	PERMISSIVE	domain:look4rental.com
	A	91	Windsor	Canada	Huron Shores Property Management		property_management	1010 University Ave W	+15199161113								overture:783d717f-f6e4-4728-aff0-fab42a63a4e9	2026-08-15T22:23:34.561259Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.huron-shores.ca/										High	Verified	https://explore.overturemaps.org/#id=783d717f-f6e4-4728-aff0-fab42a63a4e9	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:783d717f-f6e4-4728-aff0-fab42a63a4e9	huron-shores.ca	15199161113	huron shores property management	Windsor	Canada	HIGH	domain:huron-shores.ca
	A	91	Northville	USA	GK Property Management		property_management	410 N Center St	+18442622636								overture:2ba0d5b9-9546-42ee-8ce3-67fb38fc4f69	2026-08-15T22:23:34.561259Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.GKPropertyManagement.net/										Permissive	Qualification	https://explore.overturemaps.org/#id=2ba0d5b9-9546-42ee-8ce3-67fb38fc4f69	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:2ba0d5b9-9546-42ee-8ce3-67fb38fc4f69	gkpropertymanagement.net	18442622636	gk property management	Northville	USA	PERMISSIVE	domain:gkpropertymanagement.net
	A	91	London	Canada	London City Centre Property Management		property_management	380 Wellington St	+15196725940								overture:2eff806f-5aee-46e7-a162-f09ab8890756	2026-08-15T22:23:34.561259Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://dundeerealty.com										High	Verified	https://explore.overturemaps.org/#id=2eff806f-5aee-46e7-a162-f09ab8890756	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:2eff806f-5aee-46e7-a162-f09ab8890756	dundeerealty.com	15196725940	london city centre property management	London	Canada	HIGH	domain:dundeerealty.com
	A	91	Warrendale	USA	Delta Property Management		corporate_or_business_office	125 Warrendale Bayne Rd	(724) 719-2163								overture:03655cff-68d1-4241-a715-8aabfcb75368	2026-08-15T22:23:34.561259Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.deltaproperty.net										Permissive	Qualification	https://explore.overturemaps.org/#id=03655cff-68d1-4241-a715-8aabfcb75368	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:03655cff-68d1-4241-a715-8aabfcb75368	deltaproperty.net	7247192163	delta property management	Warrendale	USA	PERMISSIVE	domain:deltaproperty.net
	A	91	St John's	Canada	Atlantic Property Management Ltd		property_management	136 Crosbie Rd	(709) 722-3800								overture:05fba038-1f1a-4d12-bc68-e44ab8b63594	2026-08-15T22:23:34.561259Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.crosbiegroup.com										Permissive	Qualification	https://explore.overturemaps.org/#id=05fba038-1f1a-4d12-bc68-e44ab8b63594	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:05fba038-1f1a-4d12-bc68-e44ab8b63594	crosbiegroup.com	7097223800	atlantic property management ltd	St John's	Canada	PERMISSIVE	domain:crosbiegroup.com
	A	91	Avon	USA	Cornerstone Managed Properties		property_management	33699 Lear Industrial Pkwy	(440) 937-3777								overture:1845ecf4-944e-40aa-bac6-947447e98cb6	2026-08-15T22:23:34.561259Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.cornerstonemanagedproperties.com										Permissive	Qualification	https://explore.overturemaps.org/#id=1845ecf4-944e-40aa-bac6-947447e98cb6	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:1845ecf4-944e-40aa-bac6-947447e98cb6	cornerstonemanagedproperties.com	4409373777	cornerstone managed properties	Avon	USA	PERMISSIVE	domain:cornerstonemanagedproperties.com
	A	91	Ontario	USA	Real Property Management Midwest		property_management	2059 Park Avenue West	4192169646								overture:7a4c584c-c51b-4282-b974-3d8715c634a9	2026-08-15T22:23:34.561259Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://www.connectionrpm.com/?cid=LSTL_RPM000223										Permissive	Qualification	https://explore.overturemaps.org/#id=7a4c584c-c51b-4282-b974-3d8715c634a9	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:7a4c584c-c51b-4282-b974-3d8715c634a9	connectionrpm.com	4192169646	real property management midwest	Ontario	USA	PERMISSIVE	domain:connectionrpm.com
	A	91	Brecksville	USA	Remax Trinity Property Management - Bob Collett		real_estate_agent	7570 Chippewa Rd	(216) 650-6915								overture:98dd1064-4ea1-43d8-8f31-6cd76bdd0b0e	2026-08-15T22:23:34.561259Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.bobcollett.com										Permissive	Qualification	https://explore.overturemaps.org/#id=98dd1064-4ea1-43d8-8f31-6cd76bdd0b0e	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:98dd1064-4ea1-43d8-8f31-6cd76bdd0b0e	bobcollett.com	2166506915	remax trinity property management bob collett	Brecksville	USA	PERMISSIVE	domain:bobcollett.com
	A	91	Columbus	USA	All County Portfolio Property Management		property_management	1733 W Lane Ave	6147687200								overture:02c26486-bd4e-444c-93fa-0bcfe759e93c	2026-08-15T22:23:34.561259Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://allcountyportfolio.com/										Medium	Recall-first	https://explore.overturemaps.org/#id=02c26486-bd4e-444c-93fa-0bcfe759e93c	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:02c26486-bd4e-444c-93fa-0bcfe759e93c	allcountyportfolio.com	6147687200	all county portfolio property management	Columbus	USA	MEDIUM	domain:allcountyportfolio.com
